model	length
AT3G22700.1	339
AT3G23690.1	372
AT3G26010.1	415
AT3G58660.1	447
AT3G04410.1	77
AT3G19530.1	95
AT3G25233.1	31
AT3G43660.1	199
AT3G07840.1	402
AT3G53230.1	816
AT3G25640.1	268
AT3G53305.1	339
AT3G16260.1	943
AT3G08670.1	568
AT3G03800.1	307
AT3G12890.1	252
AT3G45870.1	386
AT3G45870.2	281
AT3G52380.1	330
AT3G16150.1	326
AT3G26410.1	478
AT3G19310.1	414
AT3G55610.1	727
AT3G55610.2	623
AT3G52480.1	210
AT3G25740.1	345
AT3G04170.1	228
AT3G22180.1	707
AT3G20190.1	680
AT3G25265.1	82
AT3G04721.1	57
AT3G43750.1	347
AT3G09810.1	375
AT3G58770.1	772
AT3G54360.1	406
AT3G53980.1	115
AT3G53980.2	115
AT3G05390.1	464
AT3G09480.1	127
AT3G08910.1	324
AT3G58460.2	427
AT3G58460.1	404
AT3G54720.1	706
AT3G15000.1	396
AT3G03170.1	157
AT3G47750.1	948
AT3G13435.1	72
AT3G05860.1	261
AT3G05860.3	250
AT3G05860.2	208
AT3G03620.1	501
AT3G16250.1	205
AT3G05610.1	670
AT3G53870.1	250
AT3G20130.1	516
AT3G20130.2	488
AT3G01560.1	512
AT3G12850.1	368
AT3G20490.1	459
AT3G27330.1	914
AT3G15160.1	563
AT3G01640.1	363
AT3G13390.1	555
AT3G62320.1	172
AT3G01327.1	106
AT3G62960.1	103
AT3G60460.1	298
AT3G16940.1	846
AT3G32260.1	310
AT3G04880.1	311
AT3G27620.1	330
AT3G26160.1	503
AT3G15110.1	267
AT3G51895.1	659
AT3G12977.1	280
AT3G10510.1	372
AT3G60360.1	229
AT3G13850.1	269
AT3G32905.1	86
AT3G23470.1	462
AT3G03030.1	475
AT3G10390.1	885
AT3G26820.1	635
AT3G19550.1	111
AT3G62060.1	420
AT3G50460.1	206
AT3G56340.1	131
AT3G44590.1	112
AT3G44590.2	112
AT3G07220.1	321
AT3G06090.1	80
AT3G60720.1	280
AT3G22845.1	215
AT3G21840.1	126
AT3G09070.1	686
AT3G54230.2	1009
AT3G54230.1	1008
AT3G46100.1	487
AT3G27840.1	194
AT3G02580.1	282
AT3G57270.1	341
AT3G24513.1	86
AT3G22400.1	887
AT3G30385.1	116
AT3G02340.1	410
AT3G29020.2	306
AT3G29020.1	234
AT3G14172.1	1271
AT3G14172.2	1263
AT3G14160.1	456
AT3G57130.1	468
AT3G57130.2	183
AT3G28440.1	43
AT3G59580.1	895
AT3G59580.2	895
AT3G24750.1	170
AT3G48930.1	161
AT3G07450.1	107
AT3G03670.1	322
AT3G17230.1	352
AT3G45180.1	74
AT3G14860.2	494
AT3G14860.1	493
AT3G07290.1	881
AT3G43572.1	71
AT3G45880.1	346
AT3G04190.1	223
AT3G05310.1	649
AT3G43110.1	192
AT3G43430.1	168
AT3G06280.1	199
AT3G50651.1	64
AT3G59950.1	478
AT3G59950.2	361
AT3G59950.3	268
AT3G01330.1	355
AT3G24535.1	189
AT3G47295.1	72
AT3G07600.1	158
AT3G26190.1	500
AT3G04943.1	82
AT3G12775.1	363
AT3G13120.1	192
AT3G13120.2	192
AT3G48600.2	229
AT3G48600.1	184
AT3G21100.2	603
AT3G21100.1	297
AT3G55005.1	258
AT3G22961.1	224
AT3G26920.1	341
AT3G26920.2	302
AT3G47250.1	481
AT3G47250.2	481
AT3G47250.3	481
AT3G59750.1	627
AT3G27510.1	441
AT3G55430.1	450
AT3G10640.1	236
AT3G10640.2	171
AT3G04870.1	559
AT3G04870.2	559
AT3G05602.1	41
AT3G09640.1	252
AT3G09640.2	252
AT3G60700.1	220
AT3G53430.1	167
AT3G22968.1	35
AT3G01720.1	803
AT3G07850.1	445
AT3G42723.1	819
AT3G57690.1	62
AT3G55160.1	2131
AT3G48750.1	295
AT3G15780.1	118
AT3G07500.1	218
AT3G63080.1	174
AT3G16857.2	691
AT3G16857.1	670
AT3G25165.1	75
AT3G22310.1	611
AT3G09800.1	180
AT3G11420.1	506
AT3G23960.1	403
AT3G27860.1	653
AT3G13030.1	545
AT3G13030.2	545
AT3G13030.3	545
AT3G28690.2	454
AT3G28690.3	426
AT3G28690.1	377
AT3G24540.1	510
AT3G54080.1	351
AT3G56190.1	290
AT3G56190.2	241
AT3G14410.1	341
AT3G60500.1	439
AT3G60500.2	439
AT3G60500.3	439
AT3G53820.1	143
AT3G09730.2	406
AT3G09730.1	398
AT3G21880.1	365
AT3G19553.1	480
AT3G15390.1	491
AT3G15390.2	300
AT3G58160.1	1243
AT3G60290.1	358
AT3G04470.1	641
AT3G09890.1	207
AT3G09890.2	161
AT3G11180.2	404
AT3G11180.1	401
AT3G60260.1	267
AT3G60260.2	267
AT3G60260.4	267
AT3G60260.3	245
AT3G49980.1	383
AT3G60810.1	215
AT3G60810.2	210
AT3G63420.1	99
AT3G63420.2	99
AT3G45750.1	683
AT3G45750.2	615
AT3G16800.1	352
AT3G16800.2	352
AT3G16800.3	316
AT3G24000.1	666
AT3G22870.1	414
AT3G01400.1	356
AT3G18520.2	565
AT3G18520.1	553
AT3G63160.1	70
AT3G17410.1	365
AT3G46260.1	435
AT3G58930.1	483
AT3G06630.1	672
AT3G29250.1	299
AT3G29250.2	261
AT3G21350.2	299
AT3G21350.1	258
AT3G45570.1	313
AT3G22920.1	233
AT3G21320.1	541
AT3G52580.1	151
AT3G11825.1	101
AT3G66658.2	597
AT3G66658.1	555
AT3G52470.1	209
AT3G17690.1	730
AT3G04560.1	418
AT3G62070.1	229
AT3G17590.2	243
AT3G17590.1	241
AT3G62260.2	385
AT3G62260.1	384
AT3G47850.1	353
AT3G60270.1	188
AT3G07920.1	165
AT3G59760.1	434
AT3G59760.2	433
AT3G59760.3	431
AT3G51057.1	35
AT3G56770.1	231
AT3G56770.2	105
AT3G09570.1	440
AT3G49780.1	80
AT3G14950.1	722
AT3G20050.1	546
AT3G23250.1	286
AT3G23250.2	229
AT3G48185.1	86
AT3G20610.1	223
AT3G56730.2	173
AT3G56730.1	167
AT3G30280.1	444
AT3G29035.1	319
AT3G62150.1	1297
AT3G06690.1	188
AT3G25780.1	259
AT3G58070.1	254
AT3G03060.1	629
AT3G58580.1	604
AT3G13403.1	58
AT3G17465.1	325
AT3G53130.1	540
AT3G31900.1	394
AT3G09850.1	782
AT3G25090.1	326
AT3G25090.2	220
AT3G58800.1	345
AT3G24715.1	1118
AT3G21920.1	279
AT3G53010.1	298
AT3G21000.1	406
AT3G42940.1	194
AT3G46880.1	154
AT3G10950.1	93
AT3G27590.1	119
AT3G20720.2	1200
AT3G20720.1	1123
AT3G50150.1	510
AT3G04320.1	204
AT3G14810.1	882
AT3G14810.2	847
AT3G25810.1	599
AT3G14590.2	738
AT3G14590.3	707
AT3G14590.1	693
AT3G61890.1	236
AT3G22190.1	423
AT3G22190.2	423
AT3G16890.1	660
AT3G53090.1	1143
AT3G53090.2	1143
AT3G20880.1	413
AT3G48760.1	477
AT3G30180.1	466
AT3G25800.1	588
AT3G25800.2	545
AT3G26220.1	502
AT3G53360.1	769
AT3G57810.2	318
AT3G57810.3	318
AT3G57810.1	275
AT3G43470.1	459
AT3G06030.1	652
AT3G03090.1	504
AT3G49840.1	458
AT3G49170.1	851
AT3G26618.1	436
AT3G26520.1	254
AT3G44780.1	208
AT3G10720.2	620
AT3G10720.1	264
AT3G53320.1	554
AT3G11740.1	195
AT3G29430.1	358
AT3G60020.1	154
AT3G15930.1	688
AT3G27416.1	172
AT3G13020.1	606
AT3G26930.1	410
AT3G16680.1	88
AT3G49080.1	431
AT3G48070.2	351
AT3G48070.1	320
AT3G08550.1	534
AT3G21210.1	805
AT3G15690.2	264
AT3G15690.1	248
AT3G13677.1	172
AT3G13677.2	77
AT3G26860.2	123
AT3G26860.1	96
AT3G16100.1	207
AT3G55790.1	104
AT3G29190.1	602
AT3G21300.1	555
AT3G05060.1	534
AT3G49810.1	449
AT3G63290.1	404
AT3G63290.2	304
AT3G59100.1	1922
AT3G30230.1	528
AT3G20070.1	283
AT3G20070.2	283
AT3G51980.1	383
AT3G10370.1	630
AT3G50660.1	514
AT3G28070.1	361
AT3G28070.3	317
AT3G28070.2	269
AT3G07660.1	842
AT3G20330.1	391
AT3G23780.1	1173
AT3G23780.2	1173
AT3G53611.1	51
AT3G43148.1	674
AT3G01310.1	1057
AT3G01310.2	1051
AT3G60310.1	688
AT3G02400.1	586
AT3G04380.1	493
AT3G04380.2	466
AT3G62110.1	472
AT3G06340.1	674
AT3G06340.2	674
AT3G06340.3	674
AT3G09162.1	67
AT3G55170.1	124
AT3G55170.2	124
AT3G14362.1	49
AT3G26600.1	616
AT3G53610.1	217
AT3G53610.2	217
AT3G53610.3	217
AT3G50940.1	452
AT3G61172.1	75
AT3G47980.1	253
AT3G60160.1	1507
AT3G54100.1	639
AT3G11100.1	250
AT3G45260.1	447
AT3G09270.1	225
AT3G01980.3	297
AT3G01980.1	267
AT3G01980.4	267
AT3G01980.2	212
AT3G44190.1	368
AT3G45780.1	997
AT3G45780.2	997
AT3G27430.2	274
AT3G27430.1	268
AT3G27430.3	268
AT3G23727.1	93
AT3G07630.1	382
AT3G07630.2	382
AT3G07810.2	496
AT3G07810.1	495
AT3G18180.1	471
AT3G53232.1	58
AT3G51580.2	411
AT3G51580.1	391
AT3G16840.1	827
AT3G23560.1	478
AT3G04910.1	701
AT3G04910.2	678
AT3G04910.3	575
AT3G27680.1	135
AT3G19710.1	355
AT3G59450.1	149
AT3G56290.1	174
AT3G53920.1	572
AT3G21865.1	284
AT3G49210.1	519
AT3G61800.1	665
AT3G27400.1	413
AT3G20370.1	380
AT3G17860.1	353
AT3G17860.2	340
AT3G17860.3	320
AT3G19508.1	82
AT3G19270.1	469
AT3G19630.1	373
AT3G61720.1	796
AT3G07140.1	645
AT3G07140.2	644
AT3G58280.1	244
AT3G60490.1	257
AT3G01230.1	127
AT3G60670.1	246
AT3G49930.1	216
AT3G62610.1	344
AT3G22730.1	373
AT3G46630.1	208
AT3G19700.1	992
AT3G60510.3	427
AT3G60510.1	402
AT3G60510.2	318
AT3G50860.1	167
AT3G12290.1	300
AT3G03490.1	249
AT3G03970.1	555
AT3G03970.2	555
AT3G03970.3	555
AT3G30320.1	696
AT3G52890.1	935
AT3G52890.2	935
AT3G56750.1	404
AT3G25110.1	363
AT3G24210.1	608
AT3G14300.1	969
AT3G04430.1	199
AT3G46904.1	37
AT3G62380.1	326
AT3G06610.1	116
AT3G52940.1	370
AT3G52940.2	263
AT3G17070.1	340
AT3G06700.1	62
AT3G06700.2	62
AT3G06700.3	62
AT3G29330.2	153
AT3G29330.1	134
AT3G49051.1	47
AT3G04110.1	809
AT3G07560.1	305
AT3G57800.1	427
AT3G57800.2	380
AT3G53500.2	285
AT3G53500.1	244
AT3G31402.1	394
AT3G31402.2	312
AT3G06868.1	370
AT3G20480.1	396
AT3G20480.2	364
AT3G52190.1	399
AT3G27280.1	280
AT3G27280.2	280
AT3G46370.1	794
AT3G47090.1	1010
AT3G61110.1	87
AT3G25860.1	481
AT3G48390.1	634
AT3G19010.1	350
AT3G19010.3	320
AT3G19010.2	298
AT3G53760.1	746
AT3G60090.1	158
AT3G19184.1	278
AT3G07320.1	461
AT3G05330.1	445
AT3G30820.1	406
AT3G59840.1	98
AT3G44840.1	349
AT3G26510.5	219
AT3G26510.1	197
AT3G26510.2	197
AT3G26510.3	197
AT3G26510.4	197
AT3G53680.1	842
AT3G02520.1	266
AT3G62230.1	462
AT3G49910.1	147
AT3G58650.1	821
AT3G25011.1	38
AT3G63095.1	251
AT3G55360.1	311
AT3G01326.1	102
AT3G45760.1	475
AT3G45760.2	448
AT3G11460.1	624
AT3G61080.1	327
AT3G51110.1	414
AT3G19860.2	338
AT3G19860.1	285
AT3G02960.1	247
AT3G62000.2	353
AT3G62000.1	279
AT3G05630.1	1047
AT3G24560.2	661
AT3G24560.1	463
AT3G24560.3	447
AT3G25099.1	36
AT3G16380.1	538
AT3G27060.1	333
AT3G16610.1	655
AT3G24760.1	384
AT3G45850.1	1059
AT3G45850.2	1059
AT3G28380.1	1241
AT3G23740.1	567
AT3G12570.1	490
AT3G12570.2	490
AT3G12570.3	490
AT3G12570.4	490
AT3G20160.1	345
AT3G06240.1	428
AT3G49725.1	621
AT3G20770.1	629
AT3G02820.1	283
AT3G06930.2	536
AT3G06930.1	535
AT3G25820.1	601
AT3G25820.2	445
AT3G62540.1	600
AT3G45810.1	913
AT3G16850.1	456
AT3G17620.1	399
AT3G54770.1	262
AT3G54770.2	219
AT3G48170.1	504
AT3G22460.1	306
AT3G16690.1	231
AT3G61620.1	242
AT3G61620.2	242
AT3G03360.1	482
AT3G13229.1	290
AT3G14910.1	456
AT3G58730.1	262
AT3G28193.1	43
AT3G11390.1	711
AT3G59410.2	1266
AT3G59410.1	1242
AT3G28730.1	647
AT3G05240.1	566
AT3G20210.2	572
AT3G20210.1	467
AT3G06190.1	407
AT3G06190.2	296
AT3G57640.1	357
AT3G26760.1	301
AT3G14430.1	77
AT3G14460.1	1425
AT3G14760.1	169
AT3G18773.1	221
AT3G04020.1	305
AT3G22050.1	259
AT3G56080.1	611
AT3G07640.1	242
AT3G45230.1	176
AT3G02020.1	560
AT3G45200.1	301
AT3G53342.1	73
AT3G49240.1	630
AT3G07890.1	401
AT3G07890.2	401
AT3G17940.1	342
AT3G49680.1	414
AT3G49680.2	412
AT3G50930.1	577
AT3G28900.1	121
AT3G55690.1	294
AT3G02680.1	543
AT3G22980.1	1016
AT3G01319.1	47
AT3G27310.1	252
AT3G56960.1	780
AT3G14610.1	513
AT3G51850.1	529
AT3G18280.1	97
AT3G04710.3	681
AT3G04710.1	457
AT3G04710.2	456
AT3G10060.1	231
AT3G13780.1	310
AT3G56950.2	261
AT3G56950.1	238
AT3G54440.3	1121
AT3G54440.2	1109
AT3G54440.1	1108
AT3G18291.1	43
AT3G19160.1	331
AT3G50510.1	199
AT3G49020.1	448
AT3G06545.1	192
AT3G56060.1	578
AT3G12600.1	181
AT3G12600.2	172
AT3G58900.4	466
AT3G58900.1	328
AT3G58900.2	328
AT3G58900.3	315
AT3G15200.1	524
AT3G26740.1	142
AT3G21270.1	205
AT3G44326.1	364
AT3G23510.1	868
AT3G43910.1	196
AT3G50890.1	250
AT3G17340.2	1094
AT3G17340.1	1091
AT3G20100.1	514
AT3G30222.1	92
AT3G14075.1	643
AT3G14075.2	643
AT3G27030.1	143
AT3G12940.1	475
AT3G24650.1	721
AT3G47700.1	796
AT3G07120.1	361
AT3G55040.1	293
AT3G27785.1	438
AT3G56891.1	167
AT3G62590.1	650
AT3G61175.1	78
AT3G07800.1	239
AT3G19000.1	353
AT3G19000.2	279
AT3G19820.1	562
AT3G19820.2	562
AT3G19820.3	562
AT3G14780.1	348
AT3G09470.1	465
AT3G09470.2	438
AT3G46930.1	476
AT3G50022.1	50
AT3G47590.1	310
AT3G04240.1	978
AT3G21220.1	349
AT3G22480.1	149
AT3G22480.2	149
AT3G22230.1	136
AT3G10090.1	65
AT3G21890.1	122
AT3G49070.1	417
AT3G62420.1	147
AT3G46290.1	831
AT3G46340.1	890
AT3G59180.1	476
AT3G13000.2	583
AT3G13000.1	554
AT3G24080.1	639
AT3G24080.2	631
AT3G57040.1	235
AT3G52670.1	385
AT3G18380.2	350
AT3G18380.1	349
AT3G18380.3	347
AT3G02570.1	433
AT3G06050.1	202
AT3G05810.1	113
AT3G48208.1	90
AT3G01530.1	207
AT3G22350.1	379
AT3G22350.2	242
AT3G19740.1	994
AT3G05620.1	544
AT3G15950.1	773
AT3G15950.2	735
AT3G47100.1	117
AT3G05420.2	670
AT3G05420.1	669
AT3G02160.1	398
AT3G13580.1	245
AT3G13580.2	245
AT3G13580.3	245
AT3G03150.1	122
AT3G52300.1	169
AT3G52300.2	123
AT3G24500.1	149
AT3G24500.2	98
AT3G27906.1	188
AT3G21280.1	533
AT3G23370.1	812
AT3G23370.2	772
AT3G54040.1	184
AT3G03456.1	34
AT3G32960.1	215
AT3G43670.1	688
AT3G18600.1	569
AT3G28310.1	104
AT3G52450.1	436
AT3G05710.2	332
AT3G05710.1	331
AT3G59230.1	492
AT3G49920.1	227
AT3G49920.2	128
AT3G53780.2	395
AT3G53780.1	271
AT3G57460.1	357
AT3G59010.1	530
AT3G12990.1	308
AT3G12990.2	308
AT3G12990.3	308
AT3G44935.1	111
AT3G05090.1	754
AT3G05090.2	754
AT3G15800.1	400
AT3G57030.1	375
AT3G29060.1	801
AT3G02090.2	536
AT3G02090.1	532
AT3G25130.1	407
AT3G61310.1	355
AT3G26115.2	434
AT3G26115.1	428
AT3G26890.1	650
AT3G26890.2	650
AT3G26890.3	650
AT3G26890.4	650
AT3G26890.5	650
AT3G26890.6	649
AT3G51220.1	187
AT3G48160.2	404
AT3G48160.1	380
AT3G14310.1	593
AT3G54310.1	359
AT3G42140.1	274
AT3G10850.1	259
AT3G62350.1	229
AT3G03190.1	215
AT3G12710.1	313
AT3G25420.1	506
AT3G12480.1	294
AT3G20010.1	1048
AT3G21740.1	338
AT3G05935.1	96
AT3G20800.1	317
AT3G51790.1	257
AT3G18440.1	599
AT3G60650.1	108
AT3G50980.1	129
AT3G27070.2	249
AT3G27070.1	189
AT3G01070.1	168
AT3G58720.2	267
AT3G58720.1	239
AT3G17300.1	92
AT3G17300.2	75
AT3G48344.1	56
AT3G60000.2	452
AT3G60000.1	443
AT3G57450.1	97
AT3G50650.1	543
AT3G60520.1	130
AT3G16540.1	556
AT3G57050.1	465
AT3G57050.2	450
AT3G57050.3	379
AT3G26070.1	243
AT3G47710.1	93
AT3G59130.1	441
AT3G47341.1	49
AT3G03700.1	483
AT3G55540.1	335
AT3G18570.1	167
AT3G57110.1	137
AT3G53000.1	301
AT3G01740.1	127
AT3G63460.1	1105
AT3G63460.2	1103
AT3G63460.3	1095
AT3G20557.1	131
AT3G20557.2	108
AT3G06060.1	327
AT3G07250.1	1295
AT3G21330.1	374
AT3G50190.1	494
AT3G51300.1	198
AT3G49800.1	429
AT3G29970.1	88
AT3G21750.1	474
AT3G54270.1	426
AT3G15890.1	362
AT3G27331.1	129
AT3G13170.1	363
AT3G61763.1	32
AT3G24730.1	160
AT3G10770.1	334
AT3G10770.2	326
AT3G55080.1	464
AT3G55080.2	354
AT3G48640.1	225
AT3G23210.1	321
AT3G58020.1	255
AT3G55110.1	709
AT3G44950.1	73
AT3G04735.1	106
AT3G28840.1	392
AT3G16600.1	639
AT3G58450.1	205
AT3G58450.2	198
AT3G58540.1	68
AT3G11300.1	209
AT3G58370.1	220
AT3G44150.1	247
AT3G11000.2	608
AT3G11000.1	489
AT3G58920.1	471
AT3G61790.1	327
AT3G24100.1	70
AT3G23750.1	929
AT3G16390.1	468
AT3G59930.1	81
AT3G15540.1	198
AT3G46160.1	394
AT3G23805.1	119
AT3G22990.1	461
AT3G45310.1	359
AT3G45310.2	358
AT3G03530.1	539
AT3G23480.2	493
AT3G23480.1	448
AT3G14595.1	133
AT3G49260.3	473
AT3G49260.1	472
AT3G49260.2	472
AT3G33528.1	121
AT3G24216.1	34
AT3G29340.1	651
AT3G06960.1	480
AT3G06960.2	342
AT3G48030.1	350
AT3G28830.1	540
AT3G08810.1	344
AT3G53930.2	713
AT3G53930.1	712
AT3G23460.1	306
AT3G51140.1	279
AT3G01960.1	139
AT3G61678.1	78
AT3G09370.2	511
AT3G09370.1	506
AT3G18990.1	342
AT3G49490.1	954
AT3G24090.1	678
AT3G23420.1	286
AT3G04600.1	403
AT3G04600.2	403
AT3G04600.3	403
AT3G56880.1	246
AT3G55270.1	785
AT3G44670.1	1220
AT3G44670.2	1220
AT3G60800.1	308
AT3G59660.1	595
AT3G47360.1	310
AT3G20640.1	455
AT3G52330.1	308
AT3G46206.1	40
AT3G09790.1	632
AT3G14981.1	73
AT3G29790.1	145
AT3G61415.1	352
AT3G61415.2	350
AT3G12220.1	436
AT3G21560.1	497
AT3G13960.1	398
AT3G25221.1	35
AT3G04750.1	662
AT3G44530.1	1059
AT3G44530.2	1041
AT3G13682.1	747
AT3G59820.2	761
AT3G59820.1	756
AT3G03430.1	84
AT3G03720.1	802
AT3G03720.2	601
AT3G25660.1	538
AT3G56230.1	283
AT3G13280.1	384
AT3G25230.2	563
AT3G25230.1	552
AT3G52850.1	624
AT3G13510.1	420
AT3G02080.1	144
AT3G25100.1	597
AT3G07460.2	272
AT3G07460.1	178
AT3G09820.1	345
AT3G09820.2	303
AT3G49880.1	467
AT3G24320.1	1119
AT3G27980.1	498
AT3G56170.1	324
AT3G57860.1	244
AT3G10730.1	456
AT3G43480.1	162
AT3G46520.1	378
AT3G12520.1	678
AT3G12520.2	662
AT3G26270.1	502
AT3G20940.1	524
AT3G53300.1	499
AT3G63270.1	397
AT3G15111.1	39
AT3G17310.1	711
AT3G17310.2	711
AT3G02260.1	5099
AT3G04160.2	715
AT3G04160.1	713
AT3G48210.1	316
AT3G18235.1	106
AT3G55440.1	255
AT3G48820.1	441
AT3G48820.2	432
AT3G48960.1	207
AT3G15210.1	223
AT3G28610.1	475
AT3G11860.1	253
AT3G61850.4	325
AT3G61850.1	297
AT3G61850.2	285
AT3G61850.3	285
AT3G15580.1	116
AT3G19580.1	274
AT3G19580.2	274
AT3G60897.1	44
AT3G04260.1	911
AT3G01650.1	490
AT3G10200.1	592
AT3G22260.2	246
AT3G22260.3	246
AT3G22260.1	241
AT3G60040.1	839
AT3G25970.1	702
AT3G27950.1	362
AT3G27200.1	175
AT3G54640.1	313
AT3G12390.1	204
AT3G17510.1	445
AT3G17510.2	365
AT3G08610.1	66
AT3G51600.1	119
AT3G52630.1	108
AT3G52630.2	108
AT3G26460.1	153
AT3G07180.1	600
AT3G07180.3	592
AT3G07180.2	455
AT3G09130.1	398
AT3G61260.1	213
AT3G12345.1	187
AT3G29034.1	87
AT3G03550.1	357
AT3G24590.1	292
AT3G16510.1	361
AT3G05460.1	153
AT3G02550.1	264
AT3G23910.1	422
AT3G43180.1	192
AT3G07020.1	638
AT3G07020.2	638
AT3G55730.1	400
AT3G28990.1	89
AT3G46616.1	51
AT3G14350.1	718
AT3G14350.3	690
AT3G14350.2	681
AT3G46450.2	495
AT3G46450.1	487
AT3G16710.1	508
AT3G13860.1	573
AT3G56870.1	701
AT3G21870.1	211
AT3G63140.1	407
AT3G18910.1	389
AT3G16970.1	141
AT3G04890.2	222
AT3G04890.1	217
AT3G27831.1	78
AT3G53620.1	217
AT3G53380.1	716
AT3G06483.1	367
AT3G61370.1	128
AT3G16010.1	643
AT3G18215.1	245
AT3G55650.1	511
AT3G13784.1	570
AT3G58090.1	272
AT3G56370.1	965
AT3G61460.1	171
AT3G01940.1	71
AT3G62210.1	280
AT3G56110.1	210
AT3G56110.2	210
AT3G61827.1	62
AT3G13630.1	194
AT3G13630.2	170
AT3G27520.1	199
AT3G49310.1	461
AT3G59360.1	406
AT3G59360.2	406
AT3G10240.1	390
AT3G47460.1	1172
AT3G28130.2	356
AT3G28130.1	270
AT3G06390.1	200
AT3G09360.1	605
AT3G59690.1	518
AT3G19390.1	453
AT3G15670.1	226
AT3G18535.1	274
AT3G42880.1	634
AT3G56860.1	479
AT3G56860.2	479
AT3G56860.3	479
AT3G56860.4	479
AT3G56860.5	479
AT3G02060.1	824
AT3G02060.2	823
AT3G15460.1	316
AT3G63200.1	385
AT3G11110.1	159
AT3G04690.1	851
AT3G15355.1	610
AT3G59090.2	374
AT3G59090.1	368
AT3G59090.3	362
AT3G03930.1	288
AT3G53190.1	484
AT3G11397.1	210
AT3G02530.1	536
AT3G01600.1	371
AT3G09440.1	650
AT3G09440.2	650
AT3G11600.1	118
AT3G18650.1	387
AT3G53530.2	249
AT3G53530.1	248
AT3G21390.1	336
AT3G51030.1	115
AT3G61480.1	1081
AT3G25790.1	358
AT3G26445.1	119
AT3G47550.3	289
AT3G47550.6	289
AT3G47550.2	250
AT3G47550.1	233
AT3G45900.1	390
AT3G47890.1	1569
AT3G14030.1	201
AT3G18300.1	275
AT3G03220.1	267
AT3G03320.1	245
AT3G23570.1	240
AT3G44790.1	325
AT3G47060.1	803
AT3G17630.1	801
AT3G07670.1	505
AT3G56590.2	490
AT3G56590.1	478
AT3G13840.1	511
AT3G27600.1	314
AT3G46510.1	661
AT3G05300.1	114
AT3G43170.1	134
AT3G05380.2	1053
AT3G05380.4	1053
AT3G05380.5	1053
AT3G05380.1	1052
AT3G05380.3	975
AT3G10990.1	178
AT3G11530.1	114
AT3G11530.2	114
AT3G60710.1	321
AT3G10570.1	514
AT3G23890.1	1474
AT3G23890.2	1439
AT3G01450.1	327
AT3G26125.1	542
AT3G58910.1	215
AT3G56550.1	582
AT3G18560.1	196
AT3G48460.1	382
AT3G21351.1	73
AT3G13150.1	552
AT3G17880.1	381
AT3G17880.2	374
AT3G58060.1	412
AT3G28490.1	289
AT3G26610.1	471
AT3G09140.1	531
AT3G09140.2	503
AT3G20790.1	356
AT3G01490.1	412
AT3G07273.1	71
AT3G19560.1	362
AT3G59730.1	524
AT3G63500.2	1163
AT3G63500.1	888
AT3G02290.1	232
AT3G02290.2	229
AT3G42670.1	1257
AT3G23760.1	195
AT3G55000.1	261
AT3G49750.1	275
AT3G10020.1	150
AT3G10020.2	143
AT3G47510.1	86
AT3G62907.1	38
AT3G17950.1	212
AT3G17950.2	173
AT3G43402.1	31
AT3G12685.1	214
AT3G58190.1	219
AT3G55840.1	429
AT3G07610.3	1050
AT3G07610.1	1028
AT3G07610.2	763
AT3G61840.1	176
AT3G55780.1	430
AT3G11370.1	590
AT3G27809.1	49
AT3G10600.1	585
AT3G03826.1	76
AT3G07990.1	460
AT3G43930.1	503
AT3G43930.2	445
AT3G19680.1	492
AT3G42130.1	66
AT3G28640.1	505
AT3G55230.1	307
AT3G15020.1	342
AT3G15020.2	317
AT3G61530.1	355
AT3G61530.2	355
AT3G16810.1	642
AT3G42550.1	431
AT3G55254.1	168
AT3G10116.1	171
AT3G10280.1	460
AT3G25160.1	273
AT3G21240.1	557
AT3G14710.1	443
AT3G29240.1	318
AT3G29240.2	318
AT3G46410.1	292
AT3G01890.1	459
AT3G48425.1	365
AT3G42050.1	442
AT3G52220.1	238
AT3G45130.1	757
AT3G56800.1	150
AT3G20270.1	723
AT3G20270.3	723
AT3G20270.2	516
AT3G26650.1	397
AT3G26750.1	527
AT3G55900.1	108
AT3G53150.1	508
AT3G55880.2	216
AT3G55880.1	199
AT3G26300.1	501
AT3G13900.1	1244
AT3G44250.1	500
AT3G10890.1	415
AT3G54150.1	324
AT3G20290.1	546
AT3G20290.2	546
AT3G30775.1	500
AT3G13062.2	441
AT3G13062.3	412
AT3G13062.1	404
AT3G10620.1	217
AT3G29090.1	318
AT3G21310.1	384
AT3G49480.1	310
AT3G55980.1	581
AT3G25530.1	290
AT3G25530.2	279
AT3G16950.2	624
AT3G16950.1	571
AT3G05820.1	660
AT3G21170.1	395
AT3G25014.1	54
AT3G29431.1	46
AT3G18450.1	185
AT3G01440.1	221
AT3G47450.1	562
AT3G47450.2	562
AT3G63030.1	187
AT3G09032.1	147
AT3G21640.1	366
AT3G29170.1	122
AT3G59510.1	420
AT3G30220.1	146
AT3G01900.1	497
AT3G47000.1	609
AT3G54990.1	347
AT3G54990.2	248
AT3G17152.1	176
AT3G03400.1	138
AT3G16020.1	99
AT3G19500.1	271
AT3G20820.1	366
AT3G45820.1	113
AT3G60200.1	306
AT3G22890.1	464
AT3G11405.1	155
AT3G15520.1	467
AT3G04050.1	511
AT3G53410.1	300
AT3G10900.1	409
AT3G51000.1	324
AT3G01325.1	103
AT3G13070.1	662
AT3G46970.1	842
AT3G51670.1	410
AT3G01950.1	71
AT3G16170.1	545
AT3G07930.3	446
AT3G07930.2	359
AT3G07930.1	353
AT3G02670.1	218
