model	cds-gc
AT1G55920.1	0.5
AT1G65800.1	0.491532
AT1G31180.1	0.482645
AT1G01700.1	0.509979
AT1G67740.1	0.553982
AT1G14150.1	0.528169
AT1G14150.2	0.543388
AT1G30490.1	0.478382
AT1G03490.1	0.514863
AT1G43770.2	0.472502
AT1G43770.1	0.473447
AT1G47380.1	0.457878
AT1G22090.1	0.469036
AT1G13490.1	0.458142
AT1G01840.1	0.515419
AT1G29380.1	0.507953
AT1G60300.1	0.479253
AT1G10030.1	0.449351
AT1G13740.1	0.465451
AT1G78720.1	0.463106
AT1G33811.1	0.50722
AT1G19650.1	0.502195
AT1G19650.2	0.489415
AT1G62910.1	0.461985
AT1G12610.1	0.4352
AT1G62820.1	0.495475
AT1G70420.1	0.511057
AT1G52590.1	0.453307
AT1G62260.1	0.448627
AT1G70280.2	0.503607
AT1G70280.1	0.503361
AT1G29850.3	0.496674
AT1G29850.2	0.515464
AT1G29850.1	0.514286
AT1G33810.1	0.512136
AT1G07920.1	0.487732
AT1G19600.1	0.455315
AT1G66350.1	0.458524
AT1G73320.1	0.454545
AT1G73320.2	0.431664
AT1G02820.1	0.531365
AT1G55175.1	0.459459
AT1G55980.1	0.484957
AT1G52230.1	0.489607
AT1G67390.1	0.496167
AT1G51035.1	0.511211
AT1G55450.2	0.496868
AT1G55450.1	0.496241
AT1G52340.1	0.420868
AT1G07473.1	0.530831
AT1G61090.1	0.514205
AT1G49580.1	0.501652
AT1G18340.1	0.45616
AT1G04980.1	0.464526
AT1G63590.1	0.506234
AT1G53345.1	0.473792
AT1G54530.1	0.493404
AT1G15160.1	0.466073
AT1G23037.1	0.42562
AT1G16330.1	0.551493
AT1G31820.1	0.402355
AT1G11320.1	0.476378
AT1G55350.5	0.443611
AT1G55350.1	0.443652
AT1G55350.2	0.443652
AT1G55350.3	0.443652
AT1G55350.4	0.443652
AT1G19450.1	0.411765
AT1G11540.1	0.452229
AT1G11590.1	0.482803
AT1G54150.1	0.479512
AT1G48300.1	0.463072
AT1G76610.1	0.505917
AT1G08620.1	0.49131
AT1G08620.2	0.49131
AT1G29460.1	0.529412
AT1G15772.1	0.486486
AT1G49120.1	0.475127
AT1G78770.1	0.476951
AT1G07420.1	0.476131
AT1G07420.2	0.486804
AT1G04260.1	0.485294
AT1G07120.1	0.546848
AT1G27120.1	0.437283
AT1G28030.1	0.492739
AT1G14720.1	0.468813
AT1G19430.1	0.475576
AT1G25422.1	0.398119
AT1G20130.1	0.588125
AT1G20130.2	0.598701
AT1G63950.1	0.47181
AT1G54440.2	0.473107
AT1G54440.1	0.473546
AT1G69550.1	0.480467
AT1G62981.1	0.455696
AT1G62981.2	0.455696
AT1G09040.1	0.509337
AT1G61130.1	0.488825
AT1G16390.1	0.445232
AT1G23220.1	0.509091
AT1G49620.1	0.542024
AT1G65080.1	0.48061
AT1G67090.1	0.516729
AT1G67090.2	0.507389
AT1G20850.1	0.487805
AT1G34290.1	0.48995
AT1G80880.1	0.470334
AT1G55900.1	0.506217
AT1G55900.2	0.504513
AT1G15540.1	0.525052
AT1G73410.1	0.540578
AT1G80350.1	0.474793
AT1G22520.2	0.441121
AT1G22520.1	0.444068
AT1G48630.1	0.433402
AT1G22400.1	0.446416
AT1G12120.1	0.536973
AT1G50325.1	0.500849
AT1G67060.1	0.42
AT1G03750.1	0.486842
AT1G15990.1	0.470588
AT1G61100.1	0.507432
AT1G61100.2	0.507234
AT1G22640.1	0.448635
AT1G68845.1	0.458738
AT1G66760.2	0.443906
AT1G66760.1	0.444842
AT1G12890.1	0.519084
AT1G03020.1	0.486842
AT1G63600.1	0.539823
AT1G05930.1	0.511555
AT1G22440.1	0.480104
AT1G58265.1	0.486316
AT1G28335.1	0.46888
AT1G79760.1	0.52514
AT1G48660.1	0.495632
AT1G74100.1	0.494071
AT1G80830.1	0.465496
AT1G53440.1	0.512085
AT1G71360.1	0.480963
AT1G77885.1	0.449782
AT1G48450.1	0.475138
AT1G48450.2	0.476562
AT1G48450.3	0.469408
AT1G01530.1	0.543978
AT1G15600.1	0.433131
AT1G68210.1	0.527618
AT1G76340.1	0.444345
AT1G24159.1	0.519139
AT1G36942.1	0.452632
AT1G26100.1	0.441926
AT1G34520.1	0.45825
AT1G31910.1	0.479841
AT1G31910.2	0.489614
AT1G43630.1	0.51253
AT1G26515.1	0.517336
AT1G75010.1	0.473661
AT1G09700.1	0.533068
AT1G05770.1	0.505455
AT1G19700.1	0.523573
AT1G19700.2	0.523573
AT1G19700.3	0.523573
AT1G07730.2	0.469528
AT1G07490.1	0.526646
AT1G06030.1	0.485279
AT1G79900.1	0.476298
AT1G55260.1	0.543446
AT1G55260.2	0.544776
AT1G69990.1	0.431395
AT1G05030.1	0.445223
AT1G71980.1	0.482861
AT1G68680.1	0.479821
AT1G80120.1	0.433121
AT1G12900.1	0.475314
AT1G12900.3	0.479008
AT1G12900.4	0.479008
AT1G12900.2	0.485774
AT1G42990.1	0.457531
AT1G23980.1	0.460633
AT1G17750.1	0.480074
AT1G60730.3	0.512351
AT1G60730.1	0.515005
AT1G60730.2	0.501997
AT1G12060.1	0.541213
AT1G16840.1	0.494802
AT1G16840.2	0.461538
AT1G16840.3	0.494802
AT1G16840.4	0.494802
AT1G04040.1	0.520345
AT1G65950.1	0.504543
AT1G69740.1	0.477484
AT1G69740.2	0.477484
AT1G06149.1	0.49
AT1G06410.1	0.44806
AT1G02400.1	0.498477
AT1G73280.1	0.503407
AT1G36320.1	0.483065
AT1G10095.1	0.490461
AT1G76760.1	0.490272
AT1G24000.1	0.494505
AT1G29340.1	0.43524
AT1G67540.2	0.450852
AT1G67540.1	0.451009
AT1G01073.1	0.5
AT1G64561.1	0.516393
AT1G50575.1	0.470524
AT1G54020.2	0.5
AT1G54020.1	0.505841
AT1G54020.3	0.505841
AT1G29920.1	0.481852
AT1G07530.1	0.47115
AT1G34750.1	0.470379
AT1G32900.1	0.471007
AT1G34400.1	0.445983
AT1G63260.1	0.470588
AT1G63260.3	0.451146
AT1G63260.2	0.458549
AT1G02320.1	0.584507
AT1G10690.1	0.57622
AT1G30000.1	0.486096
AT1G15015.1	0.548117
AT1G19150.1	0.462871
AT1G47410.1	0.481416
AT1G47410.2	0.481416
AT1G04860.1	0.476571
AT1G76405.2	0.496994
AT1G76405.1	0.48
AT1G25145.1	0.478484
AT1G69828.1	0.463636
AT1G60170.1	0.457674
AT1G02575.1	0.443099
AT1G65550.1	0.47008
AT1G42190.1	0.452632
AT1G16380.1	0.484488
AT1G08350.2	0.455524
AT1G08350.1	0.453351
AT1G07320.1	0.468009
AT1G07320.2	0.468974
AT1G07320.3	0.466346
AT1G07320.4	0.466346
AT1G45010.1	0.480463
AT1G71920.2	0.468375
AT1G71920.1	0.47144
AT1G71920.3	0.467712
AT1G76065.1	0.5
AT1G11070.1	0.535636
AT1G26240.1	0.626397
AT1G50270.1	0.441769
AT1G30400.1	0.464227
AT1G30400.2	0.464227
AT1G31380.1	0.472275
AT1G67570.1	0.445095
AT1G34805.1	0.510949
AT1G69780.1	0.552273
AT1G01020.1	0.451569
AT1G01020.2	0.460595
AT1G27045.1	0.546392
AT1G02140.1	0.502232
AT1G07370.1	0.489199
AT1G19190.1	0.484244
AT1G08750.1	0.502582
AT1G08750.2	0.502582
AT1G08750.3	0.502582
AT1G74310.1	0.462834
AT1G62305.1	0.507067
AT1G62305.2	0.512264
AT1G28610.2	0.487358
AT1G28610.1	0.453209
AT1G52970.1	0.498876
AT1G05810.1	0.487836
AT1G16070.2	0.49245
AT1G16070.1	0.49201
AT1G80770.1	0.49815
AT1G80770.2	0.481656
AT1G02830.1	0.506596
AT1G20490.1	0.499627
AT1G73970.1	0.442459
AT1G11905.1	0.449319
AT1G11905.2	0.443769
AT1G74580.1	0.430695
AT1G67470.1	0.494421
AT1G33830.1	0.508172
AT1G32720.1	0.477148
AT1G64405.1	0.488636
AT1G52100.1	0.481283
AT1G52100.2	0.477651
AT1G68350.1	0.533058
AT1G06960.1	0.532847
AT1G06960.2	0.535191
AT1G06960.3	0.531773
AT1G07670.1	0.455517
AT1G02890.1	0.495717
AT1G02890.2	0.498631
AT1G47720.1	0.521127
AT1G76700.1	0.535235
AT1G76690.1	0.491071
AT1G61215.1	0.510892
AT1G51970.1	0.467568
AT1G33120.1	0.498276
AT1G61097.1	0.52
AT1G05600.1	0.431126
AT1G05600.2	0.431126
AT1G73230.1	0.545639
AT1G78190.1	0.518919
AT1G05660.1	0.515254
AT1G30700.1	0.521216
AT1G19397.1	0.452055
AT1G61770.1	0.507795
AT1G54540.1	0.518881
AT1G14185.1	0.489051
AT1G25350.2	0.492494
AT1G25350.1	0.494755
AT1G51650.1	0.504808
AT1G11608.1	0.416
AT1G18980.1	0.477204
AT1G27840.3	0.475204
AT1G27840.1	0.475519
AT1G27840.2	0.469839
AT1G77790.1	0.528958
AT1G63900.2	0.453321
AT1G63900.1	0.455696
AT1G63105.1	0.574176
AT1G66730.1	0.474677
AT1G63535.1	0.466292
AT1G10240.1	0.490186
AT1G09230.1	0.521903
AT1G07190.1	0.49375
AT1G78160.1	0.503593
AT1G22790.1	0.448916
AT1G22790.2	0.448916
AT1G80865.1	0.530928
AT1G54160.1	0.534707
AT1G64105.1	0.474012
AT1G47915.1	0.460829
AT1G24590.1	0.512009
AT1G06900.1	0.485668
AT1G06050.1	0.484525
AT1G52310.1	0.474607
AT1G55940.1	0.485991
AT1G52410.2	0.516923
AT1G52410.1	0.516571
AT1G14030.1	0.477839
AT1G76480.2	0.476122
AT1G76480.1	0.479876
AT1G73250.1	0.447777
AT1G27500.1	0.474333
AT1G15910.1	0.517368
AT1G54860.1	0.471572
AT1G07050.1	0.533448
AT1G17210.1	0.48468
AT1G17880.1	0.541582
AT1G19110.1	0.487611
AT1G64810.2	0.467344
AT1G64810.1	0.472435
AT1G76920.1	0.452679
AT1G54030.1	0.506005
AT1G75270.1	0.44427
AT1G04100.1	0.478873
AT1G72260.1	0.4825
AT1G31510.1	0.450811
AT1G17615.1	0.484183
AT1G59650.1	0.47422
AT1G75540.1	0.557013
AT1G78360.1	0.472892
AT1G55915.1	0.486777
AT1G64920.1	0.478582
AT1G24620.1	0.446043
AT1G01480.1	0.48856
AT1G01480.2	0.481164
AT1G01120.1	0.498736
AT1G15800.1	0.50727
AT1G49840.1	0.47973
AT1G52760.1	0.476861
AT1G23590.1	0.511556
AT1G23590.2	0.507719
AT1G04220.1	0.529709
AT1G20450.1	0.569409
AT1G20450.2	0.572903
AT1G54680.1	0.496252
AT1G54680.2	0.50687
AT1G54680.3	0.496148
AT1G05950.1	0.503459
AT1G33390.1	0.48935
AT1G77030.1	0.480853
AT1G12775.1	0.465803
AT1G54490.1	0.508982
AT1G73990.1	0.483489
AT1G17200.1	0.45082
AT1G17200.2	0.449132
AT1G56210.1	0.580734
AT1G74390.1	0.5
AT1G74390.2	0.503034
AT1G28400.1	0.631107
AT1G18485.1	0.442228
AT1G13680.1	0.482625
AT1G35030.1	0.455108
AT1G78580.1	0.501416
AT1G40129.1	0.562095
AT1G16150.1	0.483512
AT1G34370.1	0.487625
AT1G34370.2	0.487625
AT1G34370.3	0.501908
AT1G14540.1	0.503712
AT1G06890.1	0.47334
AT1G06890.2	0.47334
AT1G06890.3	0.470199
AT1G25155.1	0.486446
AT1G19360.1	0.481279
AT1G31720.1	0.441379
AT1G35900.1	0.423729
AT1G55546.1	0.429668
AT1G31812.1	0.492701
AT1G68552.1	0.432432
AT1G15700.1	0.447232
AT1G76990.1	0.487104
AT1G76990.2	0.487104
AT1G76990.3	0.487104
AT1G76990.4	0.487104
AT1G76990.5	0.487104
AT1G80030.1	0.493992
AT1G80030.2	0.493992
AT1G80030.3	0.493992
AT1G32980.1	0.508803
AT1G23400.1	0.497633
AT1G56620.1	0.536449
AT1G63280.1	0.519553
AT1G64620.1	0.509488
AT1G09370.1	0.525
AT1G64450.1	0.508789
AT1G20910.1	0.490772
AT1G68740.1	0.500851
AT1G12680.1	0.473722
AT1G32210.1	0.434402
AT1G50680.1	0.508424
AT1G33490.1	0.464627
AT1G78500.1	0.4689
AT1G58460.1	0.534972
AT1G45145.1	0.457386
AT1G64220.1	0.585153
AT1G47750.1	0.487871
AT1G53530.1	0.462151
AT1G53530.2	0.440341
AT1G60560.1	0.482202
AT1G60560.2	0.4753
AT1G67035.2	0.480292
AT1G67035.1	0.485915
AT1G59725.1	0.504541
AT1G21980.1	0.454303
AT1G27850.1	0.506973
AT1G61990.1	0.455645
AT1G05100.1	0.472906
AT1G55615.1	0.569948
AT1G50970.1	0.509677
AT1G56330.1	0.473137
AT1G59406.1	0.488995
AT1G29530.1	0.507082
AT1G62500.1	0.534308
AT1G47655.1	0.5024
AT1G62935.1	0.441065
AT1G49640.1	0.494168
AT1G07747.1	0.508834
AT1G32430.1	0.470123
AT1G52370.1	0.51677
AT1G52370.2	0.51677
AT1G52370.3	0.51677
AT1G68080.1	0.48927
AT1G68080.3	0.495928
AT1G68080.2	0.492611
AT1G68080.4	0.49792
AT1G72940.1	0.465347
AT1G62920.1	0.508997
AT1G49032.1	0.319527
AT1G72930.1	0.507605
AT1G72930.2	0.497797
AT1G49970.1	0.525453
AT1G79070.1	0.567961
AT1G70170.1	0.493816
AT1G09830.1	0.45734
AT1G35242.1	0.364865
AT1G60750.1	0.511134
AT1G68120.1	0.457921
AT1G47330.1	0.511083
AT1G18740.1	0.460664
AT1G77800.1	0.478293
AT1G77800.2	0.478155
AT1G54500.1	0.497427
AT1G30600.1	0.477546
AT1G71940.2	0.475983
AT1G71940.1	0.45086
AT1G34550.1	0.470722
AT1G71230.1	0.49347
AT1G58410.1	0.484601
AT1G22600.1	0.446661
AT1G47730.1	0.487617
AT1G21280.1	0.488011
AT1G02335.1	0.520611
AT1G69390.1	0.522628
AT1G31650.1	0.500579
AT1G06260.1	0.504382
AT1G52810.1	0.490173
AT1G04210.1	0.482603
AT1G30760.1	0.48375
AT1G66060.1	0.468717
AT1G56415.1	0.464286
AT1G13910.1	0.5
AT1G75500.1	0.486695
AT1G75500.2	0.486695
AT1G07780.1	0.45808
AT1G07780.2	0.45808
AT1G07780.3	0.45808
AT1G07780.5	0.45808
AT1G07780.4	0.452119
AT1G70290.1	0.452845
AT1G22710.1	0.466754
AT1G06910.1	0.506849
AT1G74020.1	0.488534
AT1G14730.1	0.483582
AT1G74875.1	0.517194
AT1G48780.1	0.560586
AT1G54940.1	0.491911
AT1G38131.1	0.486119
AT1G76100.1	0.502935
AT1G66100.1	0.475
AT1G11570.2	0.494924
AT1G11570.1	0.496042
AT1G73670.1	0.489571
AT1G05340.1	0.53271
AT1G06580.1	0.443925
AT1G27360.1	0.509771
AT1G27360.2	0.509771
AT1G27360.3	0.509771
AT1G27360.4	0.509771
AT1G73530.1	0.49353
AT1G77400.1	0.512968
AT1G01640.1	0.549273
AT1G01640.2	0.549273
AT1G49290.1	0.492095
AT1G26355.1	0.522255
AT1G14640.1	0.502497
AT1G29952.1	0.438356
AT1G67220.1	0.504269
AT1G63480.1	0.509713
AT1G57650.1	0.481882
AT1G57650.2	0.485192
AT1G26470.1	0.488665
AT1G36272.1	0.546961
AT1G76840.1	0.528517
AT1G74500.1	0.534296
AT1G70944.1	0.446429
AT1G23320.1	0.499139
AT1G72230.1	0.489834
AT1G07660.1	0.47557
AT1G07660.2	0.460938
AT1G06320.1	0.598628
AT1G35780.1	0.523364
AT1G71320.1	0.520443
AT1G73850.1	0.52969
AT1G34825.1	0.510949
AT1G08370.1	0.55778
AT1G02170.1	0.514104
AT1G56460.2	0.533877
AT1G56460.1	0.537234
AT1G10760.1	0.501549
AT1G56420.1	0.533821
AT1G21340.1	0.497429
AT1G16520.1	0.540596
AT1G63057.1	0.528902
AT1G63057.2	0.526012
AT1G05330.1	0.515892
AT1G31220.1	0.463387
AT1G20610.1	0.512062
AT1G51010.1	0.520492
AT1G26770.2	0.473548
AT1G26770.1	0.471141
AT1G03950.1	0.536624
AT1G10630.1	0.475046
AT1G06450.1	0.488868
AT1G60970.1	0.512287
AT1G59722.1	0.508584
AT1G48940.1	0.480151
AT1G51680.1	0.518144
AT1G51680.3	0.518266
AT1G51680.2	0.523842
AT1G42080.1	0.560976
AT1G14310.1	0.471053
AT1G55160.3	0.522763
AT1G55160.1	0.540925
AT1G55160.2	0.518337
AT1G69150.1	0.498386
AT1G28420.1	0.486994
AT1G79520.2	0.497581
AT1G79520.1	0.499169
AT1G34930.1	0.521898
AT1G63130.1	0.458157
AT1G48598.1	0.589041
AT1G20090.1	0.471698
AT1G66040.1	0.478541
AT1G06140.1	0.440789
AT1G62020.1	0.478332
AT1G13250.1	0.501452
AT1G33960.1	0.51561
AT1G62180.1	0.445588
AT1G62180.2	0.445108
AT1G16460.2	0.472656
AT1G16460.1	0.468487
AT1G16460.3	0.468487
AT1G16460.4	0.468487
AT1G63540.1	0.510772
AT1G31660.1	0.505263
AT1G28000.1	0.48537
AT1G68620.1	0.498012
AT1G21810.1	0.501594
AT1G69920.1	0.507895
AT1G66790.1	0.38764
AT1G23410.1	0.515021
AT1G23020.2	0.493253
AT1G23020.1	0.493476
AT1G35660.1	0.502018
AT1G60380.1	0.490546
AT1G22590.2	0.531828
AT1G22590.1	0.52815
AT1G76360.1	0.533793
AT1G15940.1	0.53841
AT1G51915.1	0.492462
AT1G23149.1	0.483444
AT1G17680.1	0.49516
AT1G17680.2	0.49516
AT1G22430.1	0.477625
AT1G22430.2	0.478485
AT1G22870.1	0.508586
AT1G69380.1	0.477171
AT1G16640.1	0.505
AT1G75880.1	0.48976
AT1G75880.2	0.490179
AT1G54400.1	0.508227
AT1G20925.1	0.471004
AT1G05400.1	0.517766
AT1G05400.2	0.517766
AT1G67120.1	0.475366
AT1G47570.1	0.506447
AT1G47570.2	0.502579
AT1G27420.1	0.450772
AT1G79380.1	0.527061
AT1G63910.1	0.547834
AT1G38630.1	0.560166
AT1G70110.1	0.488978
AT1G27910.1	0.491312
AT1G49040.1	0.471762
AT1G49040.3	0.46857
AT1G49040.2	0.46422
AT1G65440.1	0.463454
AT1G65440.2	0.465475
AT1G65440.3	0.475917
AT1G53590.1	0.497112
AT1G09890.1	0.49378
AT1G10780.1	0.471246
AT1G57775.1	0.483965
AT1G10330.1	0.45604
AT1G29910.1	0.483104
AT1G15930.1	0.434884
AT1G15930.2	0.434884
AT1G67950.2	0.494611
AT1G67950.3	0.492216
AT1G67950.1	0.491587
AT1G67950.4	0.494656
AT1G31090.1	0.487648
AT1G03400.1	0.50999
AT1G19910.1	0.40568
AT1G77300.1	0.506374
AT1G77300.2	0.496556
AT1G66310.1	0.471299
AT1G66750.1	0.489443
AT1G72970.1	0.501124
AT1G72970.2	0.502649
AT1G67330.1	0.537313
AT1G11850.2	0.363354
AT1G11850.4	0.374558
AT1G11850.1	0.379061
AT1G11850.3	0.433673
AT1G45231.2	0.48139
AT1G08110.4	0.490754
AT1G08110.1	0.495479
AT1G08110.2	0.495479
AT1G08110.3	0.495479
AT1G72416.3	0.459235
AT1G72416.2	0.480427
AT1G72416.4	0.478648
AT1G72416.1	0.477639
AT1G72416.5	0.448421
AT1G05055.1	0.483743
AT1G11720.2	0.480488
AT1G11720.1	0.482074
AT1G12423.1	0.565217
AT1G49390.1	0.49904
AT1G35520.1	0.506138
AT1G23300.1	0.463383
AT1G58260.1	0.511335
AT1G74230.1	0.403468
AT1G05470.1	0.504597
AT1G80420.1	0.531693
AT1G80420.2	0.531693
AT1G80420.3	0.531693
AT1G80420.4	0.511263
AT1G71200.1	0.51
AT1G26970.1	0.47731
AT1G62610.4	0.46327
AT1G62610.3	0.459135
AT1G62610.1	0.458384
AT1G62610.2	0.457627
AT1G07160.1	0.478032
AT1G64230.4	0.494718
AT1G64230.5	0.494718
AT1G64230.3	0.526652
AT1G64230.1	0.527149
AT1G64230.2	0.527149
AT1G11925.1	0.483254
AT1G74640.1	0.505415
AT1G79200.1	0.585263
AT1G61490.1	0.482573
AT1G08650.1	0.514118
AT1G08650.2	0.507264
AT1G14549.1	0.431193
AT1G05990.1	0.459821
AT1G57690.1	0.518219
AT1G52640.1	0.449904
AT1G51630.1	0.490134
AT1G12950.1	0.439258
AT1G27650.1	0.48307
AT1G27650.2	0.478261
AT1G19580.1	0.492102
AT1G19580.2	0.460486
AT1G57765.2	0.452722
AT1G57765.1	0.46395
AT1G65481.1	0.590734
AT1G55152.1	0.411429
AT1G51070.2	0.493135
AT1G51070.1	0.525148
AT1G34790.1	0.531422
AT1G32490.1	0.499042
AT1G32490.2	0.499032
AT1G02690.2	0.490402
AT1G02690.1	0.490074
AT1G48030.1	0.445688
AT1G48030.2	0.445688
AT1G22470.1	0.536697
AT1G10100.1	0.5
AT1G71870.1	0.390707
AT1G61030.1	0.490866
AT1G52520.1	0.469388
AT1G50890.1	0.490857
AT1G66340.1	0.473327
AT1G15590.1	0.454206
AT1G15590.2	0.454206
AT1G15180.1	0.468144
AT1G15180.2	0.464984
AT1G15620.1	0.450205
AT1G79460.1	0.486613
AT1G06530.1	0.447777
AT1G14860.1	0.469582
AT1G09625.1	0.481818
AT1G20823.1	0.502547
AT1G27330.1	0.534653
AT1G55570.1	0.536981
AT1G78810.1	0.499653
AT1G78810.2	0.498609
AT1G78830.1	0.535583
AT1G48420.1	0.469609
AT1G23640.1	0.516535
AT1G28060.1	0.5191
AT1G60050.1	0.483929
AT1G22220.1	0.471277
AT1G12390.1	0.479218
AT1G21320.1	0.528945
AT1G21320.2	0.476882
AT1G61640.1	0.462117
AT1G61640.2	0.43457
AT1G27250.1	0.454768
AT1G69523.1	0.488864
AT1G51120.1	0.506641
AT1G17940.1	0.502885
AT1G20720.1	0.506103
AT1G14450.1	0.539171
AT1G55610.1	0.489703
AT1G55610.2	0.489703
AT1G03410.1	0.513423
AT1G06630.1	0.474458
AT1G06630.3	0.463432
AT1G06630.2	0.461475
AT1G51930.1	0.489848
AT1G22980.1	0.48093
AT1G07400.1	0.490405
AT1G61255.1	0.503513
AT1G62780.1	0.513399
AT1G34575.1	0.533882
AT1G13790.1	0.517226
AT1G77360.1	0.437702
AT1G54120.1	0.421622
AT1G62330.1	0.491812
AT1G44170.1	0.458621
AT1G44170.2	0.458621
AT1G44170.3	0.474227
AT1G72440.1	0.495363
AT1G16490.1	0.535366
AT1G08910.1	0.530382
AT1G67490.1	0.468677
AT1G67490.2	0.476977
AT1G76170.1	0.468813
AT1G49010.1	0.554255
AT1G71880.1	0.472349
AT1G23150.1	0.413302
AT1G05210.1	0.456175
AT1G27600.1	0.483051
AT1G27600.2	0.483051
AT1G22500.1	0.475898
AT1G69350.1	0.447223
AT1G13930.1	0.552916
AT1G13930.2	0.552916
AT1G13930.3	0.552916
AT1G61600.1	0.453608
AT1G16540.1	0.484725
AT1G02710.1	0.374126
AT1G60260.1	0.476257
AT1G27210.1	0.485318
AT1G21323.1	0.536649
AT1G15040.1	0.509721
AT1G15040.2	0.494483
AT1G19950.1	0.580064
AT1G75100.1	0.52896
AT1G05200.1	0.478261
AT1G05200.2	0.478261
AT1G05575.1	0.479245
AT1G01490.1	0.550095
AT1G01490.2	0.550095
AT1G22160.1	0.514806
AT1G72125.1	0.468174
AT1G51950.1	0.521902
AT1G58320.1	0.488688
AT1G48095.1	0.471885
AT1G24200.1	0.523891
AT1G75220.1	0.426319
AT1G31440.1	0.523194
AT1G61380.1	0.484459
AT1G74850.1	0.464783
AT1G79950.1	0.496793
AT1G52660.1	0.448458
AT1G13860.1	0.47648
AT1G13860.3	0.47648
AT1G13860.4	0.47648
AT1G13860.2	0.481703
AT1G16000.1	0.527344
AT1G05720.1	0.482546
AT1G60550.1	0.47671
AT1G53300.1	0.478759
AT1G44191.1	0.656744
AT1G23710.1	0.493771
AT1G54180.1	0.504513
AT1G54180.2	0.508738
AT1G22480.1	0.492308
AT1G69680.1	0.443709
AT1G48520.1	0.482403
AT1G48520.3	0.47606
AT1G48520.2	0.473647
AT1G56230.1	0.444099
AT1G56230.2	0.444694
AT1G80130.1	0.514786
AT1G61810.3	0.509527
AT1G61810.1	0.505135
AT1G61810.2	0.456044
AT1G53520.1	0.458673
AT1G32150.1	0.496137
AT1G10400.1	0.463188
AT1G62640.1	0.438017
AT1G62640.2	0.438017
AT1G24430.1	0.501151
AT1G11180.2	0.463736
AT1G11180.1	0.467279
AT1G80590.1	0.544808
AT1G64770.3	0.491356
AT1G64770.1	0.476967
AT1G64770.2	0.483458
AT1G21440.1	0.508946
AT1G78900.1	0.468131
AT1G78900.2	0.468131
AT1G35820.1	0.53085
AT1G12740.2	0.495112
AT1G12740.1	0.497878
AT1G63250.1	0.485368
AT1G23890.2	0.464942
AT1G23890.1	0.444302
AT1G20480.1	0.494979
AT1G03982.1	0.521739
AT1G68526.1	0.48951
AT1G61790.1	0.473938
AT1G25054.1	0.484163
AT1G25054.2	0.478484
AT1G03340.1	0.502168
AT1G12080.2	0.533981
AT1G12080.1	0.509677
AT1G67630.1	0.485468
AT1G14220.1	0.510264
AT1G16750.1	0.519874
AT1G65342.1	0.44713
AT1G47470.1	0.512573
AT1G60985.1	0.469965
AT1G47400.1	0.405405
AT1G06620.1	0.505947
AT1G12100.1	0.527919
AT1G68300.1	0.472803
AT1G29540.1	0.550868
AT1G49790.2	0.479258
AT1G49790.1	0.474616
AT1G05460.1	0.481358
AT1G69790.1	0.504745
AT1G47210.2	0.474865
AT1G47210.1	0.494774
AT1G80555.1	0.456186
AT1G53600.1	0.438343
AT1G69690.1	0.527235
AT1G10560.1	0.473911
AT1G24807.1	0.487909
AT1G68780.1	0.476043
AT1G07640.3	0.542857
AT1G07640.2	0.543895
AT1G07640.1	0.526124
AT1G23140.1	0.476673
AT1G64540.1	0.469173
AT1G15400.3	0.549774
AT1G15400.1	0.542725
AT1G15400.2	0.545455
AT1G78450.1	0.505201
AT1G19260.1	0.459436
AT1G52820.1	0.55216
AT1G32710.1	0.5375
AT1G19485.1	0.505117
AT1G19485.2	0.505117
AT1G62590.1	0.459474
AT1G14560.1	0.47225
AT1G74630.1	0.449922
AT1G67210.1	0.501237
AT1G67210.2	0.502071
AT1G60360.1	0.554648
AT1G34070.1	0.516269
AT1G52155.1	0.486911
AT1G47500.1	0.485385
AT1G65740.1	0.50135
AT1G16950.1	0.501805
AT1G77765.4	0.483748
AT1G77765.1	0.482692
AT1G77765.3	0.504836
AT1G77765.2	0.503891
AT1G28630.4	0.576171
AT1G28630.1	0.575814
AT1G28630.3	0.577105
AT1G28630.2	0.580376
AT1G28630.5	0.569551
AT1G14380.1	0.520101
AT1G14380.3	0.520101
AT1G14380.2	0.526608
AT1G31770.1	0.501545
AT1G09180.1	0.464471
AT1G65650.1	0.51417
AT1G47495.1	0.544811
AT1G70120.1	0.495667
AT1G67860.1	0.5
AT1G30650.1	0.562112
AT1G62190.1	0.520951
AT1G26130.2	0.470588
AT1G26130.1	0.470704
AT1G59500.1	0.486864
AT1G22250.1	0.523411
AT1G18710.1	0.531915
AT1G77010.1	0.43543
AT1G71490.1	0.452719
AT1G74130.1	0.430498
AT1G74130.2	0.435666
AT1G73880.1	0.494001
AT1G15360.1	0.54958
AT1G53720.1	0.490765
AT1G51670.1	0.49812
AT1G07170.1	0.466463
AT1G07170.2	0.466463
AT1G07170.3	0.466463
AT1G10360.1	0.512518
AT1G63630.1	0.475943
AT1G63630.2	0.455947
AT1G55430.1	0.499238
AT1G51430.1	0.464435
AT1G67785.1	0.470588
AT1G22780.1	0.493392
AT1G64610.1	0.467251
AT1G64610.2	0.467251
AT1G02305.1	0.457565
AT1G33540.1	0.488772
AT1G76810.1	0.496907
AT1G18560.1	0.51354
AT1G15050.1	0.488246
AT1G44820.1	0.514482
AT1G23180.1	0.4976
AT1G05120.1	0.484581
AT1G08800.1	0.502248
